instrument,collection,technique,dynamic,midi,note,register,metric,value,ci_low,ci_high,rel_uncertainty,source_file
Violin,_15_,ordinario,fortissimo,98,D7,Very high,EWSD_score_acoustic_balanced,6.381721365389439,2.811212292896322,10.02772230780896,0.3176875548036008,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,fortissimo,99,D#7,Very high,EWSD_score_acoustic_balanced,4.02694129752464,2.278258828783223,9.01795189181812,0.4909979613338397,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,fortissimo,100,E7,Very high,EWSD_score_acoustic_balanced,5.703879521120166,3.027446436091681,8.895379101859628,0.2782555498736543,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,fortissimo,101,F7,Very high,EWSD_score_acoustic_balanced,5.00944254913157,2.605296531376929,8.322678949026976,0.3256343524367382,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,fortissimo,102,F#7,Very high,EWSD_score_acoustic_balanced,5.726097974381203,3.142408478932447,8.41265254472332,0.2565112005283003,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,fortissimo,103,G7,Very high,EWSD_score_acoustic_balanced,5.595969611096175,3.196017150962699,6.747435802480885,0.1700606377845121,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_fortissimo\_Sustains\analysis_results\Arco_Normal_fortissimo.xlsx
Violin,_15_,ordinario,mezzo-forte,55,G3,Middle,EWSD_score_acoustic_balanced,45.70842689610359,29.56802582806354,56.65655705039944,0.1600258740833317,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,56,G#3,Middle,EWSD_score_acoustic_balanced,25.56631455461486,15.01538981793969,33.12114297763745,0.1876721646901453,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,58,A#3,Middle,EWSD_score_acoustic_balanced,14.38590861709674,9.076495987582948,21.86852930677253,0.2438797044133896,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,59,B3,Middle,EWSD_score_acoustic_balanced,26.718275006918,14.84697999204433,38.32449373617673,0.2155067141126597,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,60,C4,High,EWSD_score_acoustic_balanced,17.59906972448315,9.445133071120146,24.05789612316324,0.2116971356068355,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,61,C#4,High,EWSD_score_acoustic_balanced,21.71430620228247,12.01896524105663,34.74536261864559,0.2709112766234431,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,62,D4,High,EWSD_score_acoustic_balanced,27.03379120985874,15.02466314943389,37.26216942236331,0.2150836091181877,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,63,D#4,High,EWSD_score_acoustic_balanced,26.38646208417827,12.91182121552246,35.71589603125562,0.2219750742009314,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,64,E4,High,EWSD_score_acoustic_balanced,22.71053681809462,11.61486371565,33.52458468632107,0.2447240785906562,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,65,F4,High,EWSD_score_acoustic_balanced,18.29870554715577,9.238850637132348,28.52945560587775,0.2683546454546913,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,66,F#4,High,EWSD_score_acoustic_balanced,21.81965041181261,9.994395736509269,32.1667294274047,0.2530170082618343,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,67,G4,High,EWSD_score_acoustic_balanced,19.93245135971,9.27957192784742,30.63553663223039,0.2945355815481621,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,68,G#4,High,EWSD_score_acoustic_balanced,17.22269465025478,8.062112225756508,24.04807313445022,0.2468281662244622,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,70,A#4,High,EWSD_score_acoustic_balanced,11.34371558744684,5.513428237172938,18.44943098817056,0.3105559715058858,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,72,C5,Very high,EWSD_score_acoustic_balanced,12.16986456613119,4.155429736438818,13.77803239293737,0.2027316112383858,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,75,D#5,Very high,EWSD_score_acoustic_balanced,12.91884341519218,5.29823305995479,22.24747049457518,0.3452363982427226,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,76,E5,Very high,EWSD_score_acoustic_balanced,15.71808334573836,6.621676044624654,22.89296838746971,0.2716330322925481,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,77,F5,Very high,EWSD_score_acoustic_balanced,14.60113036657345,4.827758775790169,19.68157601292847,0.2666084329721232,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,80,G#5,Very high,EWSD_score_acoustic_balanced,14.27398233783696,6.947505283823881,21.85573371802931,0.2837727754853711,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,82,A#5,Very high,EWSD_score_acoustic_balanced,10.08620590799928,4.714159365913194,17.30767337143809,0.3398473329994663,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,83,B5,Very high,EWSD_score_acoustic_balanced,9.392795239157705,5.44375919488049,16.91176251285203,0.3351173788492485,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,84,C6,Very high,EWSD_score_acoustic_balanced,6.975978024425237,3.835315870206538,12.77491811860342,0.3439826527251127,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,85,C#6,Very high,EWSD_score_acoustic_balanced,12.79183300857253,6.035376168279036,20.89883091225609,0.3006098829010477,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,86,D6,Very high,EWSD_score_acoustic_balanced,15.57447336292187,6.275271694986055,22.56234467003583,0.2618259693768978,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,87,D#6,Very high,EWSD_score_acoustic_balanced,9.219204085203735,3.563147017347693,16.42807627692264,0.368170796091789,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,88,E6,Very high,EWSD_score_acoustic_balanced,11.65335177014105,4.147902406607153,18.55892815661603,0.3160462362434413,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,90,F#6,Very high,EWSD_score_acoustic_balanced,5.413161199289861,2.930979669574404,11.0887863000052,0.4055058198875607,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,91,G6,Very high,EWSD_score_acoustic_balanced,9.888170324489389,4.058598666024403,12.97664686452465,0.2455287950028993,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,92,G#6,Very high,EWSD_score_acoustic_balanced,8.919791926138865,3.724963917164054,12.22644742406412,0.2649543361605718,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,93,A6,Very high,EWSD_score_acoustic_balanced,8.423307001971343,3.848723306609893,12.153665038181,0.2614989492204177,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,97,C#7,Very high,EWSD_score_acoustic_balanced,5.801691716953311,2.798962769970718,9.969149854825083,0.3548054249684396,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,98,D7,Very high,EWSD_score_acoustic_balanced,6.087035728298063,2.924143894644563,9.97059332820511,0.3148121234887836,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,101,F7,Very high,EWSD_score_acoustic_balanced,4.901577357854855,2.811367628551818,8.421367198935911,0.338659532881696,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,102,F#7,Very high,EWSD_score_acoustic_balanced,4.550386885954799,2.80332148598558,8.338637453849742,0.3397772069358168,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-forte,103,G7,Very high,EWSD_score_acoustic_balanced,6.307203643280652,3.232975564831564,7.359079524524979,0.1928407093966724,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-forte\_Sustains\analysis_results\Arco_Normal_mezzo-forte.xlsx
Violin,_15_,ordinario,mezzo-piano,55,G3,Middle,EWSD_score_acoustic_balanced,35.60720543756818,19.73262497425287,46.84118524992333,0.1965063556724765,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,56,G#3,Middle,EWSD_score_acoustic_balanced,24.94012595691358,11.58427257133868,26.54671719970885,0.1681141955781966,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,58,A#3,Middle,EWSD_score_acoustic_balanced,19.61345859536831,10.30175726863224,28.54004366309593,0.2457815157601076,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,59,B3,Middle,EWSD_score_acoustic_balanced,22.66075687863725,9.059073507007698,31.66611032015532,0.2529757017697686,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,60,C4,High,EWSD_score_acoustic_balanced,13.77854486656677,5.215656499917873,21.89731217202813,0.3179776538809989,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,61,C#4,High,EWSD_score_acoustic_balanced,21.79680369342503,7.245747168119833,26.5258844253961,0.2293910729694909,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,62,D4,High,EWSD_score_acoustic_balanced,24.63735840632171,11.3608429384485,32.98377253776446,0.2334420012597508,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,64,E4,High,EWSD_score_acoustic_balanced,22.50675450594077,9.09817377796826,29.74018724189955,0.2401934672666949,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,65,F4,High,EWSD_score_acoustic_balanced,19.9200208367188,10.1610813416715,28.37620351497408,0.2314032353306739,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,66,F#4,High,EWSD_score_acoustic_balanced,20.58334061797357,7.336108874454071,26.38534483555499,0.2442748781905406,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,66,F#4,High,EWSD_score_acoustic_balanced,20.58334061797357,7.336108874454071,26.38534483555499,0.2442748781905406,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,67,G4,High,EWSD_score_acoustic_balanced,25.01250488202232,10.04750062469238,32.69194317956527,0.2373737344875531,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,69,A4,High,EWSD_score_acoustic_balanced,13.37769433944813,4.397400274873507,22.02537053951852,0.3482854100562627,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,70,A#4,High,EWSD_score_acoustic_balanced,13.34605156372356,6.370627807302292,21.60843934844568,0.3024817667919515,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,71,B4,High,EWSD_score_acoustic_balanced,15.61409064863412,7.365831890125532,24.96984715714049,0.3058102074892876,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,72,C5,Very high,EWSD_score_acoustic_balanced,11.73322455718073,4.58046235239994,15.69905156678102,0.2665936135812744,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,74,D5,Very high,EWSD_score_acoustic_balanced,12.58138538713981,3.826012471249672,13.30407863379271,0.2375607319459428,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,75,D#5,Very high,EWSD_score_acoustic_balanced,15.13074300654549,5.002445083821551,20.57573500681617,0.2693329940849659,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,76,E5,Very high,EWSD_score_acoustic_balanced,12.96578441759758,4.344321230802071,13.34815097623106,0.1866754227260983,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,76,E5,Very high,EWSD_score_acoustic_balanced,12.96578441759758,4.344321230802071,13.34815097623106,0.1866754227260983,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,80,G#5,Very high,EWSD_score_acoustic_balanced,9.385122107548764,3.787345860866592,14.21292088031042,0.313455387905574,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,80,G#5,Very high,EWSD_score_acoustic_balanced,9.385122107548764,3.787345860866592,14.21292088031042,0.313455387905574,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,81,A5,Very high,EWSD_score_acoustic_balanced,10.97301463496201,3.841856878308697,17.21078848283677,0.3583187973881246,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,82,A#5,Very high,EWSD_score_acoustic_balanced,6.060073400699186,3.019605560907549,12.41565833793941,0.4449035940173333,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,82,A#5,Very high,EWSD_score_acoustic_balanced,6.060073400699186,3.019605560907549,12.41565833793941,0.4449035940173333,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,83,B5,Very high,EWSD_score_acoustic_balanced,8.288336354784748,3.312267428363707,16.51778104123974,0.4422828681650453,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,85,C#6,Very high,EWSD_score_acoustic_balanced,10.82814839878362,3.786521260092933,20.01928580175518,0.3759269855677221,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,86,D6,Very high,EWSD_score_acoustic_balanced,13.61515128519275,5.314606451863923,21.80350034667397,0.3075958837897625,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,91,G6,Very high,EWSD_score_acoustic_balanced,8.197659230921085,3.593052138644934,10.91160484809668,0.2506964885983789,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,mezzo-piano,93,A6,Very high,EWSD_score_acoustic_balanced,8.825733129181137,3.290463261736568,12.87168888833257,0.2837883738687919,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_mezzo-piano\_Sustains\analysis_results\Arco_Normal_mezzo-piano.xlsx
Violin,_15_,ordinario,pianissimo,55,G3,Middle,EWSD_score_acoustic_balanced,36.36753246273631,18.7072395975188,49.34550322311996,0.2151989049715677,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,56,G#3,Middle,EWSD_score_acoustic_balanced,26.17361489128213,9.405696177460989,30.45065791449919,0.1989260113468395,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,57,A3,Middle,EWSD_score_acoustic_balanced,33.55306496554542,9.310251989878504,32.913185412431,0.185982300513461,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,58,A#3,Middle,EWSD_score_acoustic_balanced,16.49045971116926,7.89891225736456,24.31068161862074,0.2621823840723047,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,65,F4,High,EWSD_score_acoustic_balanced,18.82122155159589,6.94414204490826,26.43788604191655,0.2705403676718388,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,66,F#4,High,EWSD_score_acoustic_balanced,19.54888751886631,5.788001216071827,22.20395372996412,0.2184251765205676,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,67,G4,High,EWSD_score_acoustic_balanced,19.29482996653654,4.889685135499498,21.58868516184863,0.25073430434864,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,68,G#4,High,EWSD_score_acoustic_balanced,17.90550169917478,4.888754979784099,22.98642554671699,0.2743801323977044,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,70,A#4,High,EWSD_score_acoustic_balanced,9.91692031299687,4.136058436932793,16.41799621560415,0.3424450036853163,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,71,B4,High,EWSD_score_acoustic_balanced,14.80002771111015,4.964194113745465,23.12351901281585,0.3130435542507483,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,72,C5,Very high,EWSD_score_acoustic_balanced,9.64826960601657,3.385613301458305,14.85995898396703,0.3309771709852866,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,73,C#5,Very high,EWSD_score_acoustic_balanced,11.44442281453829,3.738031613463466,16.88986110923837,0.3184468643884499,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,74,D5,Very high,EWSD_score_acoustic_balanced,10.6666333411772,3.505945394364589,15.50375867736359,0.3172220113466813,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,76,E5,Very high,EWSD_score_acoustic_balanced,11.56021909209979,4.254701003894331,13.56460788269606,0.2074589340892521,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,77,F5,Very high,EWSD_score_acoustic_balanced,10.77771439238764,3.870069624206661,18.75616852054419,0.3678247617306181,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,79,G5,Very high,EWSD_score_acoustic_balanced,9.024398479566331,3.363963696166123,15.79945177811476,0.3691363171405398,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
Violin,_15_,ordinario,pianissimo,81,A5,Very high,EWSD_score_acoustic_balanced,9.992713741319491,3.936429544315579,13.87294172202205,0.271145257915939,C:\Users\lmr20\Desktop\Strings\Strings\violin\_15_\Arco_Normal_pianissimo\_Sustains\analysis_results\Arco_Normal_pianissimo.xlsx
